,fx,dxy,gold,oil,vix,em_fx,reserves,net_reserves,policy_rate,cpi,fx_returns,fx_vol,em_fx_returns,em_fx_vol,vol_suppression_ratio,cpi_yoy,real_rate,reserve_change,reserve_burn_proxy,ma_50,ma_200,dist_ma_200,log_trend,trend_deviation,ath,dist_ath,vol_adj_ret,fx_accel,regime,vol_score,reserve_score,trend_score,intervention_intensity,position,strategy_returns,carry_returns,trades,costs,net_returns,cum_returns,equity_curve
2011-12-23,1.887500047683716,80.01000213623047,1604.699951171875,99.68000030517578,20.73,98.0893,113705230.0,156518.0,1.46632,174.07,0.0021214898869294963,0.11130941868480239,-0.0003852889000880506,0.057230636875031944,1.944927136279405,0.0,1.46632,0.0,0.0,1.826760003566742,1.6998399990797042,0.11039865440606839,1.3841188818505463,0.3636834757720786,1.9003000259399416,-0.0067357670270484565,0.03427486202383599,0.0018028936875695363,0.0,,,,0.0,1.0,0.0021214898869294963,-0.0017857142857142857,2.0,0.001,-0.0006642243987847894,0.9985452825203307,99854.52825203307
2011-12-26,1.8890000581741333,80.01000213623047,1604.699951171875,99.68000030517578,20.73,98.0893,113705230.0,156518.0,1.46632,174.07,0.000794391911692808,0.11121341533976198,0.0,0.05452028993729103,2.0398537034135202,0.0,1.46632,0.0,0.0,1.827866005897522,1.7014024990797043,0.11026054046347133,1.3853166253122815,0.3635872288389741,1.9003000259399416,-0.0059464124672729225,0.042696756082169676,-0.0013270979752366882,2.0,,,,0.0,-1.0,-0.000794391911692808,0.0017857142857142857,2.0,0.001,-8.677625978522393e-06,0.9985366175178463,99853.66175178463
2011-12-27,1.889799952507019,79.79000091552734,1594.199951171875,101.33999633789062,21.91,98.3865,113705230.0,156518.0,1.46632,174.07,0.0004233589195363346,0.11061652193478032,0.0030253112767790035,0.052353512282914405,2.1128768082839797,0.0,1.46632,0.0,0.0,1.8283560037612916,1.7029794991016387,0.10970211532430806,1.386515405238022,0.3629851823987478,1.9003000259399416,-0.005525481918429672,0.027360252261545495,-0.00037103299215647344,0.0,,,,0.0,1.0,0.0004233589195363346,-0.0017857142857142857,2.0,0.001,-0.002362355366177951,0.9961777191811279,99617.77191811279
2011-12-28,1.8967000246047976,80.48999786376953,1562.9000244140625,99.36000061035156,23.52,98.5482,113705230.0,156518.0,1.46632,174.07,0.0036445687453966584,0.1049613552161356,0.0016421690675974886,0.05123272324473101,2.0487170809709063,0.0,1.46632,0.0,0.0,1.8291920042037964,1.7046509993076324,0.11266178553567184,1.387715222524669,0.36677900034427313,1.9003000259399416,-0.0018944383970964699,0.04294927184964823,0.0032212098258603238,2.0,,,,0.0,-1.0,-0.0036445687453966584,0.0017857142857142857,2.0,0.001,-0.002858854459682373,0.9933297920660107,99332.97920660107
2011-12-29,1.9179999828338623,80.4800033569336,1539.9000244140625,99.6500015258789,22.65,98.4974,113705230.0,156518.0,1.46632,174.07,0.011167420530662667,0.10894349157334529,-0.0005156167011643093,0.042397827683563705,2.5695536192666597,0.0,1.46632,0.0,0.0,1.8302340030670166,1.7064654994010926,0.12396059780113376,1.3889160780699,0.38093295420642054,1.9179999828338623,0.0,0.057282059515743465,0.007522851785266009,0.0,,,,0.0,1.0,0.011167420530662667,-0.0017857142857142857,2.0,0.001,0.00838170624494838,1.0016555905874636,100165.55905874635
2011-12-30,1.91540002822876,80.16999816894531,1565.800048828125,98.83000183105467,23.4,98.304,113705230.0,156518.0,1.46632,174.07,-0.0013564746680565984,0.09442886405690037,-0.001965433805425667,0.04022986740578182,2.3472327935967567,0.0,1.46632,0.0,0.0,1.8314000034332276,1.7083019995689392,0.1212303379098534,1.390117972772169,0.37786868866177953,1.9179999828338623,-0.00135555507214388,0.025675829386126225,-0.012523895198719265,2.0,,,,0.0,-1.0,0.0013564746680565984,0.0017857142857142857,2.0,0.001,0.002142188953770884,1.003801326129103,100380.1326129103
2012-01-02,1.879899978637695,80.16999816894531,1565.800048828125,98.83000183105467,23.4,98.304,113705230.0,156518.0,1.46632,174.07,-0.018707920268924195,0.11925162117239896,0.0,0.039600759205067254,3.0113468419852842,0.0,1.46632,0.0,0.0,1.8322560024261474,1.7099194997549056,0.09940846858998562,1.3913209075307083,0.35116202772666466,1.9179999828338623,-0.019864444492785717,-0.003957158193435579,-0.017351445600867595,0.0,,,,0.0,1.0,-0.018707920268924195,-0.0017857142857142857,2.0,0.001,-0.021493634554638482,0.9822259872598226,98222.59872598226
2012-01-03,1.8875999450683592,79.61000061035156,1599.699951171875,102.95999908447266,22.97,97.5555,113705230.0,156518.0,1.46632,174.07,0.004087579194534548,0.11924603426629224,-0.0076432712624992715,0.048602278917853445,2.4535070560752796,0.0,1.46632,0.0,0.0,1.8340620017051696,1.7115619993209839,0.10285221675709885,1.3925248832455273,0.3555233143618743,1.9179999828338623,-0.015849863418969806,0.017488589770977878,0.022795499463458744,2.0,,,,0.0,-1.0,-0.004087579194534548,0.0017857142857142857,2.0,0.001,-0.003301864908820263,0.9789828097399581,97898.28097399582
2012-01-04,1.872099995613098,80.08999633789062,1611.9000244140625,103.22000122070312,22.22,97.5854,113705230.0,156518.0,1.46632,174.07,-0.008245358680000474,0.12346447899327952,0.0003064452427348761,0.04844039413868283,2.5487917922345114,0.0,1.46632,0.0,0.0,1.8359880018234254,1.713149499297142,0.09278261843532559,1.3937299008174144,0.3432301298229465,1.9179999828338623,-0.02393117186213252,0.028326725697628563,-0.012332937874535023,0.0,,,,0.0,1.0,-0.008245358680000474,-0.0017857142857142857,2.0,0.001,-0.011031072965714761,0.9681835789335361,96818.35789335362
2012-01-05,1.8782999515533447,80.94000244140625,1619.4000244140625,101.80999755859376,21.48,97.8533,113705230.0,156518.0,1.46632,174.07,0.003306293555636121,0.12370399534688747,0.0027415262974419584,0.04920127138107738,2.5142438777397844,0.0,1.46632,0.0,0.0,1.83842600107193,1.7147854989767075,0.09535563058715735,1.3949359611479382,0.34651339120086244,1.9179999828338623,-0.020698660915450282,0.02777132650215226,0.011551652235636594,2.0,,,,0.0,-1.0,-0.003306293555636121,0.0017857142857142857,2.0,0.001,-0.002520579269921835,0.9657431954749974,96574.31954749975
2012-01-06,1.8792999982833865,81.23999786376953,1616.0999755859375,101.55999755859376,20.63,97.857,113705230.0,156518.0,1.46632,174.07,0.0005322795225693045,0.12307871013159626,3.781098900197001e-05,0.04689069288784692,2.624800414572156,0.0,1.46632,0.0,0.0,1.8411059999465942,1.7164614987373352,0.09486871663934124,1.3961430651394466,0.34606548942438226,1.9179999828338623,-0.020177260113056036,0.05058652582304261,-0.0027740140330668166,0.0,0.04761904761904767,,,0.0,1.0,0.0005322795225693045,-0.0017857142857142857,2.0,0.001,-0.002253434763144981,0.9635669561860434,96356.69561860434
2012-01-09,1.8795000314712524,81.05000305175781,1607.5,101.30999755859376,21.07,97.8951,113705230.0,156518.0,1.46632,174.07,0.00010643459959094505,0.12203458228178685,0.00038926785951316935,0.046897852076993395,2.6021358522228177,0.0,1.46632,0.0,0.0,1.8438619995117187,1.7182309991121292,0.0938575968204838,1.3973512136950692,0.3450448341481872,1.9179999828338623,-0.02007296752199436,0.039630844363222666,-0.00042584492297835947,0.0,0.09523809523809523,,,0.0,-1.0,-0.00010643459959094505,0.0017857142857142857,2.0,0.001,0.0006792796861233405,0.9642214876456001,96422.14876456001
2012-01-10,1.867900013923645,80.80000305175781,1631.0,102.23999786376952,20.69,97.3736,113705230.0,156518.0,1.46632,174.07,-0.006190988129285975,0.12326977397671394,-0.00534137053072055,0.044310412464877026,2.781959524173345,0.0,1.46632,0.0,0.0,1.8458640003204345,1.7199209994077682,0.08603826255207733,1.3985604077187164,0.33558765400094465,1.9179999828338623,-0.02612094335694108,0.049225318483622826,-0.00629742272887692,1.0,0.04761904761904767,,,0.0,-1.0,0.006190988129285975,0.0017857142857142857,0.0,0.0,0.00797670241500026,0.971912795514698,97191.2795514698
2012-01-11,1.8676999807357788,81.3499984741211,1639.199951171875,100.87000274658205,21.05,97.4974,113705230.0,156518.0,1.46632,174.07,-0.00010709561427530848,0.10516975808884985,0.001270584300948442,0.044492722996677565,2.363751890319306,0.0,1.46632,0.0,0.0,1.8473620009422302,1.7216229993104935,0.08484841424852531,1.3997706481150811,0.3342900019019596,1.9179999828338623,-0.02622523594800287,0.03248899503722349,0.0060838925150106665,1.0,0.38095238095238093,,,0.0,0.0,-0.0,0.0,1.0,0.0005,-0.0005,0.9714268391169407,97142.68391169407
